Applicant Id,Age,Gender,Marital Status,Annual Income,Loan Amount,Credit Score,No Of Dependent,Existing Loan,Employment Status,Loan Approved,Age Category,Income Category,Loan Approval Status,Loan to Value Ratio,LTV Category,Credit Band,Employment Type,Dependancy,Average Monthly EMI,Loan to Credit Ratio,LTC Category,Credit Age Ratio,Credit Age Category
366,27,Female,Single,"26,530.00","36,881.00",738,4,1,Employed,1,Adult,Low Income,Approved,139%,Critical Exposure,Good,Employed,High Dependency,737.62,49.97,Conservative-Low Risk,27.33,Long/Mature
367,56,Female,Single,"31,116.00","22,058.00",443,4,3,Employed,0,Middle-Aged,Low Income,Rejected,71%,High Exposure,Poor,Employed,High Dependency,1323.48,49.79,Conservative-Low Risk,7.91,New/Thin
368,40,Female,Divorced,"85,794.00","29,472.00",818,2,4,Un-Employed,1,Middle-Aged,Average Income,Approved,34%,Low Exposure,Excellent, Other Income,Low Dependency,2357.76,36.03,Conservative-Low Risk,20.45,Long/Mature
369,21,Female,Married,"20,282.00","46,346.00",344,0,0,Un-Employed,0,Youth,Low Income,Rejected,229%,Critical Exposure,Poor, Other Income,No DePendency,926.92,134.73,Aggressive-High Risk,16.38,Moderate
370,28,Male,Married,"99,473.00","39,926.00",538,3,0,Employed,1,Adult,Average Income,Approved,40%,Controlled Exposure,Poor,Employed,High Dependency,798.52,74.21,Aggressive-High Risk,19.21,Moderate
371,36,Male,Divorced,"21,898.00","39,832.00",454,4,4,Self-Employed,0,Adult,Low Income,Rejected,182%,Critical Exposure,Poor,Employed,High Dependency,3186.56,87.74,Aggressive-High Risk,12.61,Moderate
372,34,Female,Divorced,"24,135.00","41,021.00",480,4,2,Employed,0,Adult,Low Income,Rejected,170%,Critical Exposure,Poor,Employed,High Dependency,1640.84,85.46,Aggressive-High Risk,14.12,Moderate
373,32,Male,Married,"26,629.00","29,087.00",514,0,1,Employed,1,Adult,Low Income,Approved,109%,Critical Exposure,Poor,Employed,No DePendency,581.74,56.59,Aggressive-High Risk,16.06,Moderate
374,43,Male,Married,"1,29,472.00","17,828.00",387,1,2,Self-Employed,1,Middle-Aged,High Income,Approved,14%,Low Exposure,Poor,Employed,Low Dependency,713.12,46.07,Conservative-Low Risk,9.00,New/Thin
375,35,Male,Married,"1,45,147.00","36,128.00",555,0,0,Employed,1,Adult,High Income,Approved,25%,Low Exposure,Poor,Employed,No DePendency,722.56,65.10,Aggressive-High Risk,15.86,Moderate
376,48,Female,Married,"1,05,120.00","6,401.00",810,0,4,Employed,1,Middle-Aged,High Income,Approved,6%,Low Exposure,Excellent,Employed,No DePendency,512.08,7.90,Conservative-Low Risk,16.88,Moderate
377,54,Female,Married,"1,39,798.00","24,643.00",372,4,4,Un-Employed,0,Middle-Aged,High Income,Rejected,18%,Low Exposure,Poor, Other Income,High Dependency,1971.44,66.24,Aggressive-High Risk,6.89,New/Thin
378,22,Female,Single,"1,09,087.00","20,193.00",478,3,2,Self-Employed,1,Youth,High Income,Approved,19%,Low Exposure,Poor,Employed,High Dependency,807.72,42.24,Conservative-Low Risk,21.73,Long/Mature
379,52,Male,Divorced,"85,031.00","31,853.00",511,0,2,Un-Employed,1,Middle-Aged,Average Income,Approved,37%,Low Exposure,Poor, Other Income,No DePendency,1274.12,62.33,Aggressive-High Risk,9.83,New/Thin
380,43,Female,Single,"53,380.00","49,864.00",533,1,1,Un-Employed,1,Middle-Aged,Average Income,Approved,93%,High Exposure,Poor, Other Income,Low Dependency,997.28,93.55,Aggressive-High Risk,12.40,Moderate
381,42,Female,Married,"1,49,951.00","25,307.00",764,2,3,Self-Employed,1,Middle-Aged,High Income,Approved,17%,Low Exposure,Excellent,Employed,Low Dependency,1518.42,33.12,Conservative-Low Risk,18.19,Moderate
382,45,Male,Married,"1,32,507.00","41,982.00",522,0,3,Self-Employed,1,Middle-Aged,High Income,Approved,32%,Low Exposure,Poor,Employed,No DePendency,2518.92,80.43,Aggressive-High Risk,11.60,Moderate
383,42,Female,Married,"37,071.00","24,611.00",563,0,1,Employed,1,Middle-Aged,Low Income,Approved,66%,High Exposure,Poor,Employed,No DePendency,492.22,43.71,Conservative-Low Risk,13.40,Moderate
384,42,Female,Single,"40,074.00","48,791.00",506,1,3,Un-Employed,0,Middle-Aged,Low Income,Rejected,122%,Critical Exposure,Poor, Other Income,Low Dependency,2927.46,96.42,Aggressive-High Risk,12.05,Moderate
385,62,Male,Single,"1,10,724.00","16,950.00",665,3,0,Self-Employed,1,Senior,High Income,Approved,15%,Low Exposure,Good,Employed,High Dependency,339.00,25.49,Conservative-Low Risk,10.73,Moderate
386,26,Male,Married,"87,843.00","15,704.00",575,0,3,Un-Employed,0,Adult,Average Income,Rejected,18%,Low Exposure,Poor, Other Income,No DePendency,942.24,27.31,Conservative-Low Risk,22.12,Long/Mature
387,35,Male,Single,"59,901.00","48,111.00",679,0,1,Un-Employed,1,Adult,Average Income,Approved,80%,High Exposure,Good, Other Income,No DePendency,962.22,70.86,Aggressive-High Risk,19.40,Moderate
388,63,Female,Single,"31,205.00","16,867.00",608,3,3,Self-Employed,0,Senior,Low Income,Rejected,54%,Controlled Exposure,Good,Employed,High Dependency,1012.02,27.74,Conservative-Low Risk,9.65,New/Thin
389,57,Female,Married,"75,661.00","7,745.00",567,1,4,Employed,1,Middle-Aged,Average Income,Approved,10%,Low Exposure,Poor,Employed,Low Dependency,619.60,13.66,Conservative-Low Risk,9.95,New/Thin
390,53,Female,Single,"1,44,661.00","8,866.00",363,0,2,Un-Employed,1,Middle-Aged,High Income,Approved,6%,Low Exposure,Poor, Other Income,No DePendency,354.64,24.42,Conservative-Low Risk,6.85,New/Thin
391,28,Male,Divorced,"25,906.00","37,245.00",649,3,0,Self-Employed,1,Adult,Low Income,Approved,144%,Critical Exposure,Good,Employed,High Dependency,744.90,57.39,Aggressive-High Risk,23.18,Long/Mature
392,64,Male,Divorced,"22,591.00","49,724.00",793,0,4,Employed,1,Senior,Low Income,Approved,220%,Critical Exposure,Excellent,Employed,No DePendency,3977.92,62.70,Aggressive-High Risk,12.39,Moderate
393,64,Female,Divorced,"1,45,576.00","10,818.00",822,2,4,Un-Employed,1,Senior,High Income,Approved,7%,Low Exposure,Excellent, Other Income,Low Dependency,865.44,13.16,Conservative-Low Risk,12.84,Moderate
394,25,Female,Divorced,"82,987.00","35,116.00",397,4,1,Self-Employed,1,Adult,Average Income,Approved,42%,Controlled Exposure,Poor,Employed,High Dependency,702.32,88.45,Aggressive-High Risk,15.88,Moderate
395,59,Male,Married,"83,370.00","20,493.00",370,2,2,Un-Employed,1,Middle-Aged,Average Income,Approved,25%,Low Exposure,Poor, Other Income,Low Dependency,819.72,55.39,Aggressive-High Risk,6.27,New/Thin
396,24,Male,Married,"1,00,685.00","33,038.00",663,0,2,Self-Employed,1,Youth,High Income,Approved,33%,Low Exposure,Good,Employed,No DePendency,1321.52,49.83,Conservative-Low Risk,27.63,Long/Mature
397,26,Male,Married,"1,30,454.00","25,447.00",575,1,0,Self-Employed,1,Adult,High Income,Approved,20%,Low Exposure,Poor,Employed,Low Dependency,508.94,44.26,Conservative-Low Risk,22.12,Long/Mature
398,52,Male,Divorced,"1,25,487.00","35,431.00",349,4,1,Un-Employed,0,Middle-Aged,High Income,Rejected,28%,Low Exposure,Poor, Other Income,High Dependency,708.62,101.52,Aggressive-High Risk,6.71,New/Thin
399,50,Female,Divorced,"74,400.00","22,908.00",657,2,0,Un-Employed,1,Middle-Aged,Average Income,Approved,31%,Low Exposure,Good, Other Income,Low Dependency,458.16,34.87,Conservative-Low Risk,13.14,Moderate
400,55,Male,Single,"45,150.00","34,336.00",784,3,3,Self-Employed,1,Middle-Aged,Low Income,Approved,76%,High Exposure,Excellent,Employed,High Dependency,2060.16,43.80,Conservative-Low Risk,14.25,Moderate
401,60,Female,Single,"51,852.00","45,992.00",383,1,4,Employed,1,Senior,Average Income,Approved,89%,High Exposure,Poor,Employed,Low Dependency,3679.36,120.08,Aggressive-High Risk,6.38,New/Thin
402,36,Female,Divorced,"62,870.00","9,025.00",595,2,0,Un-Employed,1,Adult,Average Income,Approved,14%,Low Exposure,Poor, Other Income,Low Dependency,180.50,15.17,Conservative-Low Risk,16.53,Moderate
403,33,Female,Divorced,"1,39,796.00","25,093.00",535,3,4,Self-Employed,0,Adult,High Income,Rejected,18%,Low Exposure,Poor,Employed,High Dependency,2007.44,46.90,Conservative-Low Risk,16.21,Moderate
404,62,Male,Divorced,"72,756.00","11,155.00",355,0,1,Self-Employed,1,Senior,Average Income,Approved,15%,Low Exposure,Poor,Employed,No DePendency,223.10,31.42,Conservative-Low Risk,5.73,New/Thin
405,50,Male,Divorced,"1,35,357.00","38,487.00",659,3,3,Employed,1,Middle-Aged,High Income,Approved,28%,Low Exposure,Good,Employed,High Dependency,2309.22,58.40,Aggressive-High Risk,13.18,Moderate
406,39,Male,Single,"1,39,052.00","25,963.00",409,2,1,Employed,1,Adult,High Income,Approved,19%,Low Exposure,Poor,Employed,Low Dependency,519.26,63.48,Aggressive-High Risk,10.49,Moderate
407,37,Male,Divorced,"76,481.00","25,936.00",491,2,3,Employed,1,Adult,Average Income,Approved,34%,Low Exposure,Poor,Employed,Low Dependency,1556.16,52.82,Aggressive-High Risk,13.27,Moderate
408,39,Female,Single,"21,283.00","9,426.00",392,0,3,Un-Employed,0,Adult,Low Income,Rejected,44%,Controlled Exposure,Poor, Other Income,No DePendency,565.56,24.05,Conservative-Low Risk,10.05,Moderate
409,48,Male,Divorced,"53,691.00","28,303.00",359,3,4,Self-Employed,0,Middle-Aged,Average Income,Rejected,53%,Controlled Exposure,Poor,Employed,High Dependency,2264.24,78.84,Aggressive-High Risk,7.48,New/Thin
410,46,Male,Divorced,"21,125.00","32,606.00",338,3,1,Self-Employed,0,Middle-Aged,Low Income,Rejected,154%,Critical Exposure,Poor,Employed,High Dependency,652.12,96.47,Aggressive-High Risk,7.35,New/Thin
411,57,Female,Divorced,"87,065.00","33,151.00",839,0,1,Self-Employed,1,Middle-Aged,Average Income,Approved,38%,Low Exposure,Excellent,Employed,No DePendency,663.02,39.51,Conservative-Low Risk,14.72,Moderate
412,46,Male,Single,"1,48,734.00","18,767.00",348,3,0,Employed,1,Middle-Aged,High Income,Approved,13%,Low Exposure,Poor,Employed,High Dependency,375.34,53.93,Aggressive-High Risk,7.57,New/Thin
413,43,Female,Single,"46,170.00","16,308.00",719,0,1,Self-Employed,1,Middle-Aged,Low Income,Approved,35%,Low Exposure,Good,Employed,No DePendency,326.16,22.68,Conservative-Low Risk,16.72,Moderate
414,29,Female,Married,"28,438.00","49,245.00",312,1,0,Un-Employed,0,Adult,Low Income,Rejected,173%,Critical Exposure,Poor, Other Income,Low Dependency,984.90,157.84,Aggressive-High Risk,10.76,Moderate
415,32,Female,Divorced,"40,095.00","29,770.00",335,2,2,Employed,1,Adult,Low Income,Approved,74%,High Exposure,Poor,Employed,Low Dependency,1190.80,88.87,Aggressive-High Risk,10.47,Moderate
416,21,Female,Married,"36,154.00","33,572.00",400,1,2,Employed,1,Youth,Low Income,Approved,93%,High Exposure,Poor,Employed,Low Dependency,1342.88,83.93,Aggressive-High Risk,19.05,Moderate
417,21,Female,Married,"28,004.00","46,448.00",385,4,2,Employed,0,Youth,Low Income,Rejected,166%,Critical Exposure,Poor,Employed,High Dependency,1857.92,120.64,Aggressive-High Risk,18.33,Moderate
418,54,Female,Single,"29,752.00","7,204.00",815,4,1,Employed,1,Middle-Aged,Low Income,Approved,24%,Low Exposure,Excellent,Employed,High Dependency,144.08,8.84,Conservative-Low Risk,15.09,Moderate
419,52,Female,Single,"75,426.00","32,233.00",522,4,1,Un-Employed,0,Middle-Aged,Average Income,Rejected,43%,Controlled Exposure,Poor, Other Income,High Dependency,644.66,61.75,Aggressive-High Risk,10.04,Moderate
420,45,Female,Married,"1,28,896.00","26,729.00",637,0,0,Self-Employed,1,Middle-Aged,High Income,Approved,21%,Low Exposure,Good,Employed,No DePendency,534.58,41.96,Conservative-Low Risk,14.16,Moderate
421,60,Male,Divorced,"46,819.00","36,131.00",465,3,3,Un-Employed,0,Senior,Low Income,Rejected,77%,High Exposure,Poor, Other Income,High Dependency,2167.86,77.70,Aggressive-High Risk,7.75,New/Thin
422,21,Male,Single,"1,22,168.00","38,870.00",682,1,0,Self-Employed,1,Youth,High Income,Approved,32%,Low Exposure,Good,Employed,Low Dependency,777.40,56.99,Aggressive-High Risk,32.48,Long/Mature
423,36,Male,Divorced,"1,12,051.00","43,011.00",675,1,2,Un-Employed,1,Adult,High Income,Approved,38%,Low Exposure,Good, Other Income,Low Dependency,1720.44,63.72,Aggressive-High Risk,18.75,Moderate
424,59,Male,Divorced,"1,47,905.00","44,382.00",770,1,0,Employed,1,Middle-Aged,High Income,Approved,30%,Low Exposure,Excellent,Employed,Low Dependency,887.64,57.64,Aggressive-High Risk,13.05,Moderate
425,25,Female,Married,"44,217.00","46,475.00",330,1,3,Employed,1,Adult,Low Income,Approved,105%,Critical Exposure,Poor,Employed,Low Dependency,2788.50,140.83,Aggressive-High Risk,13.20,Moderate
426,42,Male,Married,"1,45,949.00","26,607.00",674,4,1,Un-Employed,1,Middle-Aged,High Income,Approved,18%,Low Exposure,Good, Other Income,High Dependency,532.14,39.48,Conservative-Low Risk,16.05,Moderate
427,49,Female,Married,"1,08,708.00","29,968.00",310,1,0,Un-Employed,1,Middle-Aged,High Income,Approved,28%,Low Exposure,Poor, Other Income,Low Dependency,599.36,96.67,Aggressive-High Risk,6.33,New/Thin
428,23,Male,Married,"52,994.00","38,398.00",601,3,2,Self-Employed,1,Youth,Average Income,Approved,72%,High Exposure,Good,Employed,High Dependency,1535.92,63.89,Aggressive-High Risk,26.13,Long/Mature
429,32,Male,Single,"35,036.00","16,908.00",395,4,2,Un-Employed,0,Adult,Low Income,Rejected,48%,Controlled Exposure,Poor, Other Income,High Dependency,676.32,42.81,Conservative-Low Risk,12.34,Moderate
430,46,Male,Single,"97,275.00","31,423.00",489,1,1,Un-Employed,1,Middle-Aged,Average Income,Approved,32%,Low Exposure,Poor, Other Income,Low Dependency,628.46,64.26,Aggressive-High Risk,10.63,Moderate
431,36,Female,Married,"1,17,756.00","48,615.00",752,0,0,Self-Employed,1,Adult,High Income,Approved,41%,Controlled Exposure,Excellent,Employed,No DePendency,972.30,64.65,Aggressive-High Risk,20.89,Long/Mature
432,57,Male,Single,"69,416.00","14,171.00",491,2,3,Self-Employed,1,Middle-Aged,Average Income,Approved,20%,Low Exposure,Poor,Employed,Low Dependency,850.26,28.86,Conservative-Low Risk,8.61,New/Thin
433,42,Female,Married,"29,587.00","17,721.00",785,2,1,Self-Employed,1,Middle-Aged,Low Income,Approved,60%,Controlled Exposure,Excellent,Employed,Low Dependency,354.42,22.57,Conservative-Low Risk,18.69,Moderate
434,49,Female,Divorced,"1,30,053.00","21,616.00",565,2,0,Un-Employed,1,Middle-Aged,High Income,Approved,17%,Low Exposure,Poor, Other Income,Low Dependency,432.32,38.26,Conservative-Low Risk,11.53,Moderate
435,34,Male,Divorced,"1,15,665.00","47,512.00",723,4,4,Self-Employed,1,Adult,High Income,Approved,41%,Controlled Exposure,Good,Employed,High Dependency,3800.96,65.72,Aggressive-High Risk,21.26,Long/Mature
436,48,Male,Divorced,"20,645.00","43,458.00",427,1,2,Employed,1,Middle-Aged,Low Income,Approved,211%,Critical Exposure,Poor,Employed,Low Dependency,1738.32,101.78,Aggressive-High Risk,8.90,New/Thin
437,25,Male,Married,"50,930.00","12,659.00",537,4,3,Employed,0,Adult,Average Income,Rejected,25%,Low Exposure,Poor,Employed,High Dependency,759.54,23.57,Conservative-Low Risk,21.48,Long/Mature
438,50,Female,Divorced,"1,01,835.00","48,369.00",654,3,3,Employed,1,Middle-Aged,High Income,Approved,47%,Controlled Exposure,Good,Employed,High Dependency,2902.14,73.96,Aggressive-High Risk,13.08,Moderate
439,25,Male,Single,"1,42,232.00","16,704.00",411,0,3,Un-Employed,0,Adult,High Income,Rejected,12%,Low Exposure,Poor, Other Income,No DePendency,1002.24,40.64,Conservative-Low Risk,16.44,Moderate
440,32,Female,Divorced,"50,090.00","37,793.00",745,0,2,Employed,1,Adult,Average Income,Approved,75%,High Exposure,Good,Employed,No DePendency,1511.72,50.73,Aggressive-High Risk,23.28,Long/Mature
441,36,Female,Divorced,"1,07,489.00","36,226.00",642,2,0,Un-Employed,1,Adult,High Income,Approved,34%,Low Exposure,Good, Other Income,Low Dependency,724.52,56.43,Aggressive-High Risk,17.83,Moderate
442,46,Male,Divorced,"72,142.00","28,852.00",444,2,1,Un-Employed,1,Middle-Aged,Average Income,Approved,40%,Low Exposure,Poor, Other Income,Low Dependency,577.04,64.98,Aggressive-High Risk,9.65,New/Thin
443,46,Male,Single,"1,31,979.00","37,082.00",364,2,0,Employed,1,Middle-Aged,High Income,Approved,28%,Low Exposure,Poor,Employed,Low Dependency,741.64,101.87,Aggressive-High Risk,7.91,New/Thin
444,41,Female,Married,"46,475.00","27,794.00",546,1,1,Self-Employed,1,Middle-Aged,Low Income,Approved,60%,Controlled Exposure,Poor,Employed,Low Dependency,555.88,50.90,Aggressive-High Risk,13.32,Moderate
445,59,Female,Single,"38,888.00","46,420.00",789,3,3,Un-Employed,0,Middle-Aged,Low Income,Rejected,119%,Critical Exposure,Excellent, Other Income,High Dependency,2785.20,58.83,Aggressive-High Risk,13.37,Moderate
446,56,Female,Married,"63,732.00","18,379.00",738,3,0,Employed,1,Middle-Aged,Average Income,Approved,29%,Low Exposure,Good,Employed,High Dependency,367.58,24.90,Conservative-Low Risk,13.18,Moderate
447,53,Male,Married,"1,01,623.00","12,006.00",405,3,3,Un-Employed,0,Middle-Aged,High Income,Rejected,12%,Low Exposure,Poor, Other Income,High Dependency,720.36,29.64,Conservative-Low Risk,7.64,New/Thin
448,50,Female,Divorced,"66,305.00","13,682.00",480,3,4,Self-Employed,0,Middle-Aged,Average Income,Rejected,21%,Low Exposure,Poor,Employed,High Dependency,1094.56,28.50,Conservative-Low Risk,9.60,New/Thin
449,57,Male,Married,"66,037.00","38,840.00",483,2,3,Self-Employed,1,Middle-Aged,Average Income,Approved,59%,Controlled Exposure,Poor,Employed,Low Dependency,2330.40,80.41,Aggressive-High Risk,8.47,New/Thin
450,43,Female,Single,"29,346.00","37,430.00",525,0,3,Employed,0,Middle-Aged,Low Income,Rejected,128%,Critical Exposure,Poor,Employed,No DePendency,2245.80,71.30,Aggressive-High Risk,12.21,Moderate
451,30,Female,Single,"20,587.00","28,091.00",388,2,1,Un-Employed,0,Adult,Low Income,Rejected,136%,Critical Exposure,Poor, Other Income,Low Dependency,561.82,72.40,Aggressive-High Risk,12.93,Moderate
452,25,Male,Married,"32,763.00","37,983.00",829,3,4,Un-Employed,0,Adult,Low Income,Rejected,116%,Critical Exposure,Excellent, Other Income,High Dependency,3038.64,45.82,Conservative-Low Risk,33.16,Long/Mature
453,56,Female,Divorced,"79,165.00","28,989.00",670,2,3,Un-Employed,1,Middle-Aged,Average Income,Approved,37%,Low Exposure,Good, Other Income,Low Dependency,1739.34,43.27,Conservative-Low Risk,11.96,Moderate
454,54,Male,Divorced,"1,27,481.00","14,915.00",698,3,3,Un-Employed,0,Middle-Aged,High Income,Rejected,12%,Low Exposure,Good, Other Income,High Dependency,894.90,21.37,Conservative-Low Risk,12.93,Moderate
455,51,Male,Single,"89,615.00","47,552.00",405,4,4,Employed,0,Middle-Aged,Average Income,Rejected,53%,Controlled Exposure,Poor,Employed,High Dependency,3804.16,117.41,Aggressive-High Risk,7.94,New/Thin
456,30,Female,Divorced,"56,116.00","23,990.00",570,0,4,Self-Employed,1,Adult,Average Income,Approved,43%,Controlled Exposure,Poor,Employed,No DePendency,1919.20,42.09,Conservative-Low Risk,19.00,Moderate
457,39,Male,Married,"1,40,987.00","29,734.00",802,4,0,Employed,1,Adult,High Income,Approved,21%,Low Exposure,Excellent,Employed,High Dependency,594.68,37.07,Conservative-Low Risk,20.56,Long/Mature
458,52,Male,Married,"1,05,751.00","19,824.00",824,1,1,Un-Employed,1,Middle-Aged,High Income,Approved,19%,Low Exposure,Excellent, Other Income,Low Dependency,396.48,24.06,Conservative-Low Risk,15.85,Moderate
459,21,Female,Single,"1,11,353.00","41,081.00",331,2,4,Un-Employed,0,Youth,High Income,Rejected,37%,Low Exposure,Poor, Other Income,Low Dependency,3286.48,124.11,Aggressive-High Risk,15.76,Moderate
460,25,Male,Married,"1,10,301.00","16,033.00",692,1,4,Self-Employed,1,Adult,High Income,Approved,15%,Low Exposure,Good,Employed,Low Dependency,1282.64,23.17,Conservative-Low Risk,27.68,Long/Mature
461,24,Male,Single,"1,15,648.00","47,736.00",339,2,2,Un-Employed,1,Youth,High Income,Approved,41%,Controlled Exposure,Poor, Other Income,Low Dependency,1909.44,140.81,Aggressive-High Risk,14.13,Moderate
462,36,Male,Married,"45,556.00","21,241.00",517,4,4,Employed,0,Adult,Low Income,Rejected,47%,Controlled Exposure,Poor,Employed,High Dependency,1699.28,41.09,Conservative-Low Risk,14.36,Moderate
